24668	which country is ulaanbaatar located in
24669	which country is valenzuela located in
24670	which country is yaroslavl located in
24671	which country is president of tanzania located in
24672	which country is university of melbourne located in
24673	which country is fukien province located in
24674	which country is new south wales located in
24675	which country is emma mærsk located in
24676	which country is fars province located in
24677	which country is bexbach located in
24678	which country is superior located in
24679	which country is summit county located in
24680	which country is vatnajökull national park located in
24681	which country is tālā located in
24682	which country is french frigate shoals located in
24683	which country is borsa italiana located in
24684	which country is altafjord located in
24685	which country is nelson located in
24686	which country is pavia located in
24687	which country is munich agreement located in
24688	which country is bartolomeu de gusmão airport located in
24689	which country is sulawesi located in
24690	which country is mack rides located in
24691	which country is port of copenhagen located in
24692	which country is markka located in
24693	which country is gârculețul river located in
24694	which country is moravian located in
24695	which country is south jeolla province located in
24696	which country is rockingham county located in
24697	which country is dialog located in
24698	which country is muzaffarabad located in
24699	which country is spandau prison located in
24700	which country is philadelphia located in
24701	which country is luge located in
24702	which country is erie county, new york located in
24703	which country is córdoba located in
24704	which country is soviets located in
24705	which country is isan located in
24706	which country is εκκε located in
24707	which country is asian highway network located in
24708	which country is nevius street bridge located in
24709	which country is administrative division located in
24710	which country is danbury township located in
24711	which country is tasman region located in
24712	which country is clear creek county located in
24713	which country is red river of the north located in
24714	which country is mount kitanglad located in
24715	which country is charles prince airport located in
24716	which country is bloomfield, connecticut located in
24717	which country is monti della laga located in
24718	which country is springsure located in
24719	which country is mae klong located in
24720	which country is rai due located in
24721	which country is sölvesborg located in
24722	which country is alagoas located in
24723	which country is venice located in
24724	which country is museum für moderne kunst located in
24725	which country is tampico, illinois located in
24726	which country is kriva palanka located in
24727	which country is maracanazo located in
24728	which country is central bank located in
24729	which country is orange, california located in
24730	which country is craiova located in
24731	which country is duluth township located in
24732	which country is rahjerd-e sharqi rural district located in
24733	which country is lake alexandrina located in
24734	which country is lwów located in
24735	which country is xylokastro located in
24736	which country is kirkenes located in
24737	which country is black army located in
24738	which country is knossos located in
24739	which country is koblenz located in
24740	which country is klasky csupo located in
24741	which country is quaestor located in
24742	which country is troy, alabama located in
24743	which country is sangster international airport located in
24744	which country is kalayaan islands located in
24745	which country is betsiboka river located in
24746	which country is saarbrücken located in
24747	which country is dekalb county, georgia located in
24748	which country is 1908 messina earthquake located in
24749	which country is secretary of the navy located in
24750	which country is khüiten peak located in
24751	which country is nghệ an province located in
24752	which country is section of painting and sculpture located in
24753	which country is san francisco located in
24754	which country is maglić located in
24755	which country is chagres river located in
24756	which country is la blanca located in
24757	which country is korab located in
24758	which country is irrawaddy river located in
24759	which country is alban hills located in
24760	which country is poglavnik located in
24761	which country is prüfening abbey located in
24762	which country is taiwan located in
24763	which country is blue mountains region located in
24764	which country is helsinki located in
24765	which country is turkmen located in
24766	which country is expressen located in
24767	which country is presidential campaign located in
24768	which country is dutch located in
24769	which country is seattle located in
24770	which country is eagle creek park located in
24771	which country is kawarau gorge located in
24772	which country is golden gate national cemetery located in
24773	which country is bangkalan regency located in
24774	which country is eina located in
24775	which country is johannesburg located in
24776	which country is orana located in
24777	which country is maria lanakila catholic church located in
24778	which country is ska minsk located in
24779	which country is princess margaret rose cave located in
24780	which country is soyuz 21 located in
24781	which country is door county located in
24782	which country is history located in
24783	which country is arrone located in
24784	which country is 17th army located in
24785	which country is hollywood, florida located in
24786	which country is singapore airlines located in
24787	which country is kiato located in
24788	which country is portuguese timor located in
24789	which country is makeni located in
24790	which country is tivat located in
24791	which country is jubilee synagogue located in
24792	which country is zagreb located in
24793	which country is transylvania located in
24794	which country is acandí located in
24795	which country is nova gorica located in
24796	which country is kikori river located in
24797	which country is moravia located in
24798	which country is silverton located in
24799	which country is accra metropolis district located in
24800	which country is caprarola located in
24801	which country is vesterbro located in
24802	which country is yellow pine located in
24803	which country is olbia located in
24804	which country is hkakabo razi located in
24805	which country is sebino located in
24806	which country is asgiriya located in
24807	which country is australian capital territory located in
24808	which country is german government located in
24809	which country is lipno located in
24810	which country is united russia located in
24811	which country is warb located in
24812	which country is e 962 located in
24813	which country is hamburg located in
24814	which country is ancona located in
24815	which country is varna located in
24816	which country is apache county, arizona located in
24817	which country is queenstown located in
24818	which country is quiché located in
24819	which country is centre party located in
24820	which country is grundy county located in
24821	which country is großer daumen located in
24822	which country is pahang river located in
24823	which country is mersa matruh located in
24824	which country is kigali located in
24825	which country is amager located in
24826	which country is italian wine located in
24827	which country is marina bay sands located in
24828	which country is fort mackinac located in
24829	which country is south island located in
24830	which country is central african cfa franc located in
24831	which country is tumen river located in
24832	which country is danish national team located in
24833	which country is grexit located in
24834	which country is cosenza located in
24835	which country is saginaw, michigan located in
24836	which country is army of northern virginia located in
24837	which country is aktau located in
24838	which country is kastro-kyllini located in
24839	which country is east hesse depression located in
24840	which country is uppsala university located in
24841	which country is bocas del toro located in
24842	which country is dogna located in
24843	which country is bulgarian located in
24844	which country is wat phra kaew located in
24845	which country is euro located in
24846	which country is upper peninsula of michigan located in
24847	which country is ethnikos piraeus located in
24848	which country is pravda located in
24849	which country is mindanao located in
24850	which country is "belgica" located in
24851	which country is election located in
24852	which country is hispania located in
24853	which country is kdka located in
24854	which country is boston located in
24855	which country is ironton–russell bridge located in
24856	which country is iringa mjini located in
24857	which country is aleppo located in
24858	which country is lefkada located in
24859	which country is caretaker prime minister located in
24860	which country is chilton county airport located in
24861	which country is bank of portugal located in
24862	which country is big island located in
24863	which country is academia sinica located in
24864	which country is redmond, oregon located in
24865	which country is košice international airport located in
24866	which country is gaineswood located in
24867	which country is 2006 world cup located in
24868	which country is wilson county located in
24869	which country is burgan field located in
24870	which country is edwin reese house located in
24871	which country is mappershainer kopf located in
24872	which country is allsvenskan located in
24873	which country is director general located in
24874	which country is araca located in
24875	which country is university of heidelberg located in
24876	which country is amelia, umbria located in
24877	which country is manggahan floodway located in
24878	which country is kwazulu-natal located in
24879	which country is columbus located in
24880	which country is kanawha river located in
24881	which country is new mexico located in
24882	which country is willemstad located in
24883	which country is keflavík international airport located in
24884	which country is secretary of state located in
24885	which country is são lourenço located in
24886	which country is shayrat airbase located in
24887	which country is prime minister of dominica located in
24888	which country is mount bartle frere located in
24889	which country is moses lake located in
24890	which country is aja people located in
24891	which country is downtown jacksonville located in
24892	which country is cappadocia located in
24893	which country is prague located in
24894	which country is arizona located in
24895	which country is pintung located in
24896	which country is hhla located in
24897	which country is saint michael located in
24898	which country is minsk located in
24899	which country is camden, new jersey located in
24900	which country is barangaroo located in
24901	which country is soyuz 18 located in
24902	which country is national basketball league located in
24903	which country is geoje station located in
24904	which country is güstrow located in
24905	which country is slovenia located in
24906	which country is kitwe located in
24907	which country is hayden valley located in
24908	which country is murrumbidgee river located in
24909	which country is jasmund located in
24910	which country is the bronx located in
24911	which country is east kalimantan located in
24912	which country is world trade center located in
24913	which country is primm located in
24914	which country is congolese franc located in
24915	which country is self government parliament located in
24916	which country is neman located in
24917	which country is bavarian state opera located in
24918	which country is presidential election of 1970 located in
24919	which country is mekong located in
24920	which country is president of mongolia located in
24921	which country is chief minister located in
24922	which country is nerstrand located in
24923	which country is chuwar located in
24924	which country is congo basin located in
24925	which country is latgale located in
24926	which country is orleans county located in
24927	which country is jeju island located in
24928	which country is estadio gran parque central located in
24929	which country is american university of beirut located in
24930	which country is moscow exchange located in
24931	which country is pearl district located in
24932	which country is otsego county located in
24933	which country is lyallpur located in
24934	which country is avezzano located in
24935	which country is medina located in
24936	which country is bắc trung bộ located in
24937	which country is san javier located in
24938	which country is iron gates located in
24939	which country is dastjerd rural district located in
24940	which country is osmani international airport located in
24941	which country is barysaŭ located in
24942	which country is ennahdha located in
24943	which country is norddeutscher lloyd line located in
24944	which country is qeqqata located in
24945	which country is delaware bay located in
24946	which country is fordo rural district located in
24947	which country is pasewalk located in
24948	which country is lilangeni located in
24949	which country is taipei county located in
24950	which country is comodoro arturo merino benítez international airport located in
24951	which country is braeburn range located in
24952	which country is thembelihle local municipality located in
24953	which country is wasserbilligerbrück located in
24954	which country is cabinet located in
24955	which country is handschar located in
24956	which country is bundesstraße 73 located in
24957	which country is tricolour flame located in
24958	which country is camp lejeune located in
24959	which country is koggala lake located in
24960	which country is tarime district located in
24961	which country is metzingen located in
24962	which country is autostrada del mediterraneo located in
24963	which country is einstein tower located in
24964	which country is kentucky located in
24965	which country is catholic located in
24966	which country is e 691 located in
24967	which country is sami located in
24968	which country is presidential elections located in
24969	which country is governor-general located in
24970	which country is uppsala county located in
24971	which country is ridgecrest located in
24972	which country is 2015 presidential election located in
24973	which country is brikama located in
24974	which country is marina militare located in
24975	which country is law at thammasat university located in
24976	which country is grande seca located in
24977	which country is k-league located in
24978	which country is alaska range located in
24979	which country is regionalliga nordost located in
24980	which country is jableh located in
24981	which country is grauspitz located in
24982	which country is kremasta artificial lake located in
24983	which country is 2014 ukrainian revolution located in
24984	which country is norddeutscher rundfunk located in
24985	which country is daugava located in
24986	which country is 2010 fifa world cup located in
24987	which country is mir samir located in
24988	which country is hobøl located in
24989	which country is ponui island located in
24990	which country is stars and stripes located in
24991	which country is kidapawan located in
24992	which country is clark county located in
24993	which country is federal republic of yugoslavia located in
24994	which country is systembolaget located in
24995	which country is "billboard" located in
24996	which country is gjeravica located in
24997	which country is chioggia located in
24998	which country is saint ann parish located in
24999	which country is rajamangala national stadium located in
25000	which country is odense steel shipyard located in
25001	which country is balkans located in
25002	which country is toungoo dynasty located in
25003	which country is mahé located in
25004	which country is tapajos located in
25005	which country is port of liège located in
25006	which country is kjaz located in
25007	which country is democratic republic of the congo located in
25008	which country is fortaleza located in
25009	which country is emory university located in
25010	which country is ullensvang located in
25011	which country is southern black forest located in
25012	which country is mount washington located in
25013	which country is indochina located in
25014	which country is doubtful sound located in
25015	which country is northern samar located in
25016	which country is hayden field located in
25017	which country is iphofen located in
25018	which country is carstensz pyramid located in
25019	which country is río grande de matagalpa located in
25020	which country is act of union located in
25022	which country is district located in
25023	which country is plainfield located in
25024	which country is southland located in
25025	which country is us navy located in
25026	which country is schönau am königsee located in
25027	which country is virtus bologna located in
25028	which country is ludendorff bridge located in
25029	which country is wangchuck located in
25030	which country is peloponnese located in
25031	which country is kuchlbauer brewery located in
25032	which country is nagykend located in
25033	which country is constitution of 1944 located in
25034	which country is prime minister of malaysia located in
25035	which country is jusos located in
25036	which country is mcghee tyson airport located in
25037	which country is phoenix, arizona located in
25038	which country is sand island located in
25039	which country is nrm located in
25040	which country is serrù lake located in
25041	which country is chitinamit located in
25042	which country is hockeyallsvenskan located in
25043	which country is stuttgart located in
25044	which country is daya district located in
25045	which country is wynyard airport located in
25046	which country is hellenic military academy located in
25047	which country is zugspitze located in
25048	which country is uppland located in
25049	which country is alay mountains located in
25050	which country is nidar located in
25051	which country is german democratic republic located in
25052	which country is copertino located in
25053	which country is lübben located in
25054	which country is deutsche bundesbahn located in
25055	which country is bundesliga located in
25056	which country is velika plaža located in
25057	which country is mount hermon located in
25058	which country is boronia located in
25059	which country is elsinore located in
25060	which country is nemanjić dynasty located in
25061	which country is president of the maldives located in
25062	which country is euboea located in
25063	which country is jan mayen located in
25064	which country is motala located in
25065	which country is dospat located in
25066	which country is rethymno located in
25067	which country is limelight department located in
25068	which country is cerro lipez located in
25069	which country is thessaly located in
25070	which country is al quneitra governorate located in
25071	which country is donaldsonville, louisiana located in
25072	which country is tivat airport located in
25073	which country is erath, louisiana located in
25074	which country is belgrade located in
25075	which country is mpaa located in
25076	which country is rostock located in
25077	which country is paphos international airport located in
25078	which country is appalachian mountains located in
25079	which country is podolsko bridge located in
25080	which country is european route e75 located in
25081	which country is pernambuco located in
25082	which country is vyborgsky district located in
25083	which country is university of sannio located in
25084	which country is barnstable, massachusetts located in
25085	which country is bibi hakimeh located in
25086	which country is aust-agder located in
25087	which country is 1920 summer olympics located in
25088	which country is medellín located in
25089	which country is film academy baden-württemberg located in
25090	which country is sacramento kings located in
25091	which country is erfurt located in
25092	which country is tajumulco located in
25093	which country is brussels located in
25094	which country is underground railroad located in
25095	which country is commune-level town located in
25096	which country is mount catherine located in
25097	which country is madison county located in
25098	which country is pecorino romano located in
25099	which country is greek government located in
25100	which country is douglas, wyoming located in
25101	which country is sacramento, california located in
25102	which country is carabinieri located in
25103	which country is afghan government located in
25104	which country is oslo located in
25105	which country is prosecco located in
25106	which country is north melbourne giants located in
25107	which country is samegrelo located in
25108	which country is king khalid international airport located in
25109	which country is piarco located in
25110	which country is monmouth hawks located in
25111	which country is gord located in
25112	which country is lake bangweulu located in
25113	which country is marmirolo located in
25114	which country is mattinata located in
25115	which country is wanneroo located in
25116	which country is union located in
25117	which country is košice located in
25118	which country is mihail kogălniceanu airfield located in
25119	which country is sri jayawardenepura kotte located in
25120	which country is ellis park located in
25121	which country is central region located in
25122	which country is dunedin located in
25123	which country is franklin furnace located in
25124	which country is cathedral of brasilia located in
25125	which country is abu qir located in
25126	which country is coastal located in
25127	which country is germán olano airport located in
25128	which country is midžor located in
25129	which country is viipuri province located in
25130	which country is khelvachauri located in
25131	which country is tv 1 located in
25132	which country is aurora place located in
25133	which country is windhoek located in
25134	which country is escuintla department located in
25135	which country is hyundai heavy industries located in
25136	which country is social democratic located in
25137	which country is la serena located in
25138	which country is wdr 4 located in
25139	which country is antipolo located in
25140	which country is al wusta governorate located in
25141	which country is supreme soviet located in
25142	which country is baden-württemberg located in
25143	which country is hindu kush located in
25144	which country is jafarabad rural district located in
25145	which country is taylor park reservoir located in
25146	which country is link river located in
25147	which country is qahan rural district located in
25148	which country is frankfurt located in
25149	which country is feather river located in
25150	which country is florida state university located in
25151	which country is a57 located in
25152	which country is tawau located in
25153	which country is cape fold belt located in
25154	which country is national palace museum located in
25155	which country is pratt & whitney located in
25156	which country is gemäldegalerie located in
25157	which country is christ the redeemer located in
25158	which country is 200 hryvnia located in
25159	which country is superettan located in
25160	which country is social democratic party located in
25161	which country is smaller cays and islands located in
25162	which country is vicenza located in
25163	which country is searles lake located in
25164	which country is sauer located in
25165	which country is gwadar located in
25166	which country is popești-leordeni located in
25167	which country is motul de san josé located in
25168	which country is president of vietnam located in
25169	which country is republic located in
25170	which country is act of congress located in
25171	which country is colonial located in
25172	which country is isla picton airport located in
25173	which country is melbourne rising located in
25174	which country is tahoe city, california located in
25175	which country is phnom aural located in
25176	which country is norðfjörður airport located in
25177	which country is liberec located in
25178	which country is prime minister of singapore located in
25179	which country is guadalupe river located in
25180	which country is eurovision song contest 2017 located in
25181	which country is seguin located in
25182	which country is farallon islands located in
25183	which country is ioannina regional unit located in
25184	which country is east frisia located in
25185	which country is alpine located in
25186	which country is ouguiya located in
25187	which country is abu dhabi located in
25188	which country is jetstar located in
25189	which country is acts of union 1707 located in
25190	which country is bougainville island located in
25191	which country is sembawang located in
25192	which country is senator located in
25193	which country is krauss-maffei located in
25194	which country is governor of maine located in
25195	which country is eurocopter located in
25196	which country is fv417 located in
25197	which country is murray–darling basin located in
25198	which country is nikšić located in
25199	which country is trollhättan located in
58100	where was girolamo crescentini born
58101	where was joaquim rifé born
58102	where was jorma uotinen born
58103	where was apa sherpa born
58104	where was piotr azikiewicz born
58105	where was turgut atakol born
58106	where was pierre-nolasque bergeret born
58107	where was sarah spencer born
58108	where was jean-marie laclavetine born
58109	where was fu baoshi born
58110	where was d. wayne lukas born
58111	where was tommy skjerven born
58112	where was john carter vincent born
58113	where was alberto asarta born
58114	where was chuck hossfeld born
58115	where was igor nikitin born
58116	where was yoshitomo yonetani born
58117	where was dejan blaževski born
58118	where was devon martin born
58119	where was yuan weimin born
58120	where was aoua kéita born
58121	where was ryosuke yamada born
58122	where was fabio masotti born
58123	where was gloria castillo born
58124	where was paul sawyer born
58125	where was chico villar born
58126	where was ian mercer born
58127	where was john lewis brown born
58128	where was joseph arshad born
58129	where was william addams born
58130	where was augusto anfossi born
58131	where was cletus dixon born
58132	where was joan martinez alier born
58133	where was alex givvons born
58134	where was eduards smiļģis born
58135	where was dulce chacón born
58136	where was nick stabile born
58137	where was r. tait mckenzie born
58138	where was vic davalillo born
58139	where was william tierney clark born
58140	where was wyatt kaldenberg born
58141	where was henry enfield born
58142	where was william henry kimball born
58143	where was william piguenit born
58144	where was victor skumin born
58145	where was john blumenthal born
58146	where was charlie manning born
58147	where was w. wesley peterson born
58148	where was ivan starov born
58149	where was oumou sy born
58150	where was bert hopkins born
58151	where was nathan brown born
58152	where was david vendetta born
58153	where was chiyoko kawashima born
58154	where was thami el glaoui born
58155	where was zhang lin born
58156	where was émile jonassaint born
58157	where was doug davies born
58158	where was roberto brunamonti born
58159	where was malcolm mclean born
58160	where was edward i of portugal born
58161	where was tammy macintosh born
58162	where was larry willingham born
58163	where was franz woepcke born
58164	where was esther glen born
58165	where was romain barras born
58166	where was wu yanan born
58167	where was moses pinheiro born
58168	where was dave green born
58169	where was ovide le blanc born
58170	where was isak arne refvik born
58171	where was heinz christian pander born
58172	where was timothy barry born
58173	where was georgy tovstonogov born
58174	where was baba tahir born
58175	where was william e. tou velle born
58176	where was bernd mayländer born
58177	where was emre belözoğlu born
58178	where was viktor cherkesov born
58179	where was janis klecker born
58180	where was valdir cruz born
58181	where was paul savage born
58182	where was bud palmer born
58183	where was duan zhigui born
58184	where was bernard of botone born
58185	where was aníbal matellán born
58186	where was mario reading born
58187	where was latoy williams born
58188	where was michole briana white born
58189	where was roland zoss born
58190	where was josé dos santos ferreira born
58191	where was surender mohan pathak born
58192	where was albert raisner born
58193	where was david niall wilson born
58194	where was heinrich konietzny born
58195	where was anne loughlin born
58196	where was emil forsberg born
58197	where was humphry davy born
58198	where was montague james mathew born
58199	where was jean-baptiste bertrand born
58200	where was mark keil born
58201	where was benjamin zander born
58202	where was eevi huttunen born
58203	where was suzanne belperron born
58204	where was paul kroegel born
58205	where was timothy villagomez born
58206	where was thomas pearsall born
58207	where was chaya singh born
58208	where was lovato lovati born
58209	where was edgar calabia samar born
58210	where was james chance born
58211	where was christiaan snouck hurgronje born
58212	where was frank baum born
58213	where was sim gokkes born
58214	where was uwe freimuth born
58215	where was moritz  von hirschfeld born
58216	where was markus zürcher born
58217	where was stephen j. gordon born
58218	where was vincenzo modica born
58219	where was pat purcell born
58220	where was alfred restieaux born
58221	where was luis di giglio born
58222	where was andy schneider born
58223	where was mitch cooper born
58224	where was dennis harper born
58225	where was ladi6 born
58226	where was benjamin bailey born
58227	where was tyler maxwell born
58228	where was andrej hauptman born
58229	where was eugène guillevic born
58230	where was josé luis garza born
58231	where was jacob banks kurtz born
58232	where was colin renfrew born
58233	where was geert reuten born
58234	where was zorica dimitrijević-stošić born
58235	where was earl long born
58236	where was alan gorrie born
58237	where was jan woutersz van cuyck born
58238	where was jesse sergent born
58239	where was danielle rowe born
58240	where was augustin robespierre born
58241	where was randolph bourne born
58242	where was lu yong born
58243	where was john bailey born
58244	where was t. alan broughton born
58245	where was gordan jandroković born
58246	where was brima bangura born
58247	where was juan manuel morales born
58248	where was tom brooks born
58249	where was krzysztof brejza born
58250	where was hérita ilunga born
58251	where was timothy pilsbury born
58252	where was tom alsop born
58253	where was john horsley born
58254	where was florence cassez born
58255	where was steve pate born
58256	where was paul möhring born
58257	where was mohamed sirad dolal born
58258	where was mihai roman born
58259	where was t. v. olsen born
58260	where was petrus jacobus kipp born
58261	where was giuseppe diana born
58262	where was katsusuke miyauchi born
58263	where was dennis m. hedlund born
58264	where was pavel malcharek born
58265	where was herman shumlin born
58266	where was anders jansson born
58267	where was michael ingham born
58268	where was alexander ivanovich chuprov born
58269	where was patrick mennucci born
58270	where was john marshall born
58271	where was arnold bax born
58272	where was charles knightley born
58273	where was paul connaughton, jnr born
58274	where was emmelie de forest born
58275	where was javier maroto born
58276	where was yuri bosco born
58277	where was john davis born
58278	where was kertus davis born
58279	where was klaus schlappner born
58280	where was obed mutanya born
58281	where was anders nyblom born
58282	where was anna gourari born
58283	where was alfred bird born
58284	where was paul krumpe born
58285	where was harriet shaw weaver born
58286	where was albert pape born
58287	where was rené highway born
58288	where was frederick taylor born
58289	where was rocío marengo born
58290	where was jim carey born
58291	where was gaspar ortega born
58292	where was thomas bedingfield born
58293	where was ludwig noiré born
58294	where was daniel cramer born
58295	where was benedetto grazzini born
58296	where was gilad hochman born
58297	where was hans von koessler born
58298	where was benedetto della vedova born
58299	where was jerry hernandez born
58300	where was marmaduke matthews born
58301	where was jay miller born
58302	where was hubertus knabe born
58303	where was malatesta iv malatesta born
58304	where was miyuki tanobe born
58305	where was roland haché born
58306	where was kurt roth born
58307	where was liam hinphey born
58308	where was daniela kosan born
58309	where was david halfyard born
58310	where was mark o. barton born
58311	where was brett gaylor born
58312	where was matthew shepherd born
58313	where was karl friedrich, prince of hohenzollern born
58314	where was uesugi kenshin born
58315	where was charles-amédée kohler born
58316	where was aleijadinho born
58317	where was jono ross born
58318	where was volodymyr ivanovych savchenko born
58319	where was erik martin born
58320	where was nico richter born
58321	where was steve covino born
58322	where was christopher cheung born
58323	where was sherbaz khan mazari born
58324	where was paul s. l. johnson born
58325	where was aslam azhar born
58326	where was jimmy casper born
58327	where was karl ferdinand ranke born
58328	where was mark warnecke born
58329	where was katharine brown born
58330	where was ellory elkayem born
58331	where was toon van driel born
58332	where was moctezuma born
58333	where was bart zeilstra born
58334	where was prince filiberto, duke of genoa born
58335	where was shane grady born
58336	where was moran campbell born
58337	where was théodore sindikubwabo born
58338	where was mikhail yupp born
58339	where was matthew gahan born
58340	where was jeffrey gitomer born
58341	where was olga drahonowska-małkowska born
58342	where was louis teicher born
58343	where was tetsugen doko born
58344	where was robert falconer born
58345	where was walter leslie born
58346	where was radek opršal born
58347	where was bobby marshman born
58348	where was titi camara born
58349	where was giorgio battistelli born
58350	where was sibel tüzün born
58351	where was charlie wayman born
58352	where was reginald otto born
58353	where was andré pirro born
58354	where was greg clark born
58355	where was david hendricks bergey born
58356	where was rusudan goletiani born
58357	where was vicente costa born
58358	where was hector thompson born
58359	where was vincenzo tanara born
58360	where was pierre vogel born
58361	where was david melgueiro born
58362	where was edith barney born
58363	where was william y. gholson born
58364	where was zarganar born
58365	where was shelley mayfield born
58366	where was ranko borozan born
58367	where was bruce cochran born
58368	where was henri-irénée marrou born
58369	where was ryōta murata born
58370	where was takehisa kosugi born
58371	where was michael mastura born
58372	where was brent russell born
58373	where was finn lützow-holm born
58374	where was mario de sárraga born
58375	where was shinshū fuji born
58376	where was soji shimada born
58377	where was aleksandar kostov born
58378	where was doug crossman born
58379	where was giuseppe di benedetto born
58380	where was eren keskin born
58381	where was émile françois ouchard born
58382	where was jack laviolette born
58383	where was henrik jæger born
58384	where was dominguinhos born
58385	where was mokichi okada born
58386	where was lamitta frangieh born
58387	where was cyba audi born
58388	where was sam lynch born
58389	where was bálint bajner born
58390	where was justus christian henry helmuth born
58391	where was loïc merel born
58392	where was george turner born
58393	where was terézia mora born
58394	where was yevgeniy nepomnyachshiy born
58395	where was graham johncock born
58396	where was arthur hobgen born
58397	where was augusto gansser-biaggi born
58398	where was barbara manfredi born
58399	where was thomas thiemeyer born
58400	where was nicholas of ajello born
58401	where was richard e. berendzen born
58402	where was howard parker talman born
58403	where was mine yoshizaki born
58404	where was j. clifford hansen born
